,Unnamed: 0,Platform,Brand,Category,Product_Name,Price,Reviewer,Review,Review_splitted,Product_Purchase,Ratings,Date_Of_Review,Response,topic,Polarity,Predicted_Polarity
8143,8754,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,lamkins,fast delivery. good value deal. very easy and convenient to use. full coverage.,full coverage, IAR Medium,5.0,10/14/2019 10:54,no,quality,0,0
8144,8755,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,sixtymandy,"only delivered after 18 days. purchased 2 items that has free makeup remover but did not receive any. and it seems from the comments that some people receive it and some don't, and those who received might have ordered it later than those who haven't. so don't harbour any expectation.",only delivered after 18 days, IAR Ligh,3.0,9/28/2019 13:53,no,delivery,0,0
8145,8756,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,sixtymandy,"only delivered after 18 days. purchased 2 items that has free makeup remover but did not receive any. and it seems from the comments that some people receive it and some don't, and those who received might have ordered it later than those who haven't. so don't harbour any expectation.",purchased 2 items that has free makeup remover but did not receive any, IAR Ligh,3.0,9/28/2019 13:53,no,price,0,1
8146,8757,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,sixtymandy,"only delivered after 18 days. purchased 2 items that has free makeup remover but did not receive any. and it seems from the comments that some people receive it and some don't, and those who received might have ordered it later than those who haven't. so don't harbour any expectation.",and it seems from the comments that some people receive it and some don t and those who received might have ordered it later than those who haven t, IAR Ligh,3.0,9/28/2019 13:53,no,delivery,0,0
8147,8758,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,sixtymandy,"only delivered after 18 days. purchased 2 items that has free makeup remover but did not receive any. and it seems from the comments that some people receive it and some don't, and those who received might have ordered it later than those who haven't. so don't harbour any expectation.",so do not harbour any expectation, IAR Ligh,3.0,9/28/2019 13:53,no,no_topic,0,0
8148,8759,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,joaugust88,"fast delivery, item received in good condition. hope that it is good",fast delivery item received in good condition, IAR Sand,5.0,10/22/2019 7:38,no,delivery,1,1
8149,8760,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,joaugust88,"fast delivery, item received in good condition. hope that it is good",hope that it is good, IAR Sand,5.0,10/22/2019 7:38,no,quality,1,1
8150,8761,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,nrlamz,fav concealer.,fav concealer, IAR Medium,5.0,11/7/2019 21:39,no,quality,1,0
8151,8762,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,yipwinnie,very fast delivery.  ordered on 30 sep and received on 02 oct.  however the item received is quite different from the one that i previously bought at watson.  wondering has they changed packaging.  hope i has not bought a fake one.,very fast delivery, IAR Medium,5.0,10/2/2019 16:17,no,delivery,1,1
8152,8763,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,yipwinnie,very fast delivery.  ordered on 30 sep and received on 02 oct.  however the item received is quite different from the one that i previously bought at watson.  wondering has they changed packaging.  hope i has not bought a fake one.,ordered on 30 sep and received on 02 oct however the item received is quite different from the one that i previously bought at watson, IAR Medium,5.0,10/2/2019 16:17,no,delivery,0,0
8153,8764,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,yipwinnie,very fast delivery.  ordered on 30 sep and received on 02 oct.  however the item received is quite different from the one that i previously bought at watson.  wondering has they changed packaging.  hope i has not bought a fake one.,wondering has they changed packaging, IAR Medium,5.0,10/2/2019 16:17,no,delivery,1,0
8154,8765,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,yipwinnie,very fast delivery.  ordered on 30 sep and received on 02 oct.  however the item received is quite different from the one that i previously bought at watson.  wondering has they changed packaging.  hope i has not bought a fake one.,hope i has not bought a fake one, IAR Medium,5.0,10/2/2019 16:17,no,quality,-1,0
8155,8766,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,yulinkoh,very fast delivery ! ! !receive in 2 days ! !  good product ! ! ! !,very fast delivery, IAR Ligh,5.0,10/3/2019 13:41,no,delivery,1,1
8156,8767,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,yulinkoh,very fast delivery ! ! !receive in 2 days ! !  good product ! ! ! !,receive in 2 days, IAR Ligh,5.0,10/3/2019 13:41,no,delivery,0,0
8157,8768,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,yulinkoh,very fast delivery ! ! !receive in 2 days ! !  good product ! ! ! !,good product, IAR Ligh,5.0,10/3/2019 13:41,no,quality,1,1
8158,8769,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,gudiag,very poor level of service,very poor level of service, IAR F,1.0,11/2/2019 12:55,no,service,-1,0
8159,8770,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,fashion_88,ordered yesterday and received today.. super fast delivery and authentic.. bought during 10.10 ..value for money and highly recommended.. cheers,ordered yesterday and received today super fast delivery and authentic bought during 10 10 value for money and highly recommended cheers, IAR F,5.0,10/11/2019 21:10,no,delivery,1,1
8160,8771,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,yulsha_,i've been using this concealer and i really love this!! i'm also surprised that it delivered the following day,I have been using this concealer and i really love this, IAR Honey,5.0,10/11/2019 9:54,no,quality,1,1
8161,8772,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,yulsha_,i've been using this concealer and i really love this!! i'm also surprised that it delivered the following day,I am also surprised that it delivered the following day, IAR Honey,5.0,10/11/2019 9:54,no,delivery,0,0
8162,8773,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,laylawadah1212,item is properly packed with bubble wrap and is super secure . fast delivery too .,item is properly packed with bubble wrap and is super secure, IAR Medium,5.0,10/10/2019 22:50,no,delivery,1,1
8163,8774,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,laylawadah1212,item is properly packed with bubble wrap and is super secure . fast delivery too .,fast delivery too, IAR Medium,5.0,10/10/2019 22:50,no,delivery,1,1
8164,8775,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,janleeen,really fast shipping - ordered on 10 oct and received on 12 oct,really fast shipping ordered on 10 oct and received on 12 oct, IAR Ligh,5.0,10/13/2019 1:26,no,delivery,1,0
8165,8776,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,kimchichoo,"received in good condition and sealed! delivery was fast and quick, came in bubble wrapped packaging. hope the colour suits me.",received in good condition and sealed, IAR F,5.0,10/4/2019 15:29,no,delivery,1,1
8166,8777,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,kimchichoo,"received in good condition and sealed! delivery was fast and quick, came in bubble wrapped packaging. hope the colour suits me.",delivery was fast and quick came in bubble wrapped packaging, IAR F,5.0,10/4/2019 15:29,no,delivery,1,1
8167,8778,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,kimchichoo,"received in good condition and sealed! delivery was fast and quick, came in bubble wrapped packaging. hope the colour suits me.",hope the colour suits me, IAR F,5.0,10/4/2019 15:29,no,quality,0,0
8168,8779,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,cheapdealhere.,"fast delivery. well packed. thanks will ordered again. sadly, i tot it's with the makeup remover thus i ordered it, as usually i will wait for sales and only pay 9.90 for 1.",fast delivery, IAR Ligh,5.0,9/17/2019 21:47,no,delivery,1,1
8169,8780,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,cheapdealhere.,"fast delivery. well packed. thanks will ordered again. sadly, i tot it's with the makeup remover thus i ordered it, as usually i will wait for sales and only pay 9.90 for 1.",well packed, IAR Ligh,5.0,9/17/2019 21:47,no,delivery,1,1
8170,8781,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,cheapdealhere.,"fast delivery. well packed. thanks will ordered again. sadly, i tot it's with the makeup remover thus i ordered it, as usually i will wait for sales and only pay 9.90 for 1.",thanks will ordered again, IAR Ligh,5.0,9/17/2019 21:47,no,quality,0,0
8171,8782,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,cheapdealhere.,"fast delivery. well packed. thanks will ordered again. sadly, i tot it's with the makeup remover thus i ordered it, as usually i will wait for sales and only pay 9.90 for 1.",sadly i tot it is with the makeup remover thus i ordered it as usually i will wait for sales and only pay 9 90 for 1, IAR Ligh,5.0,9/17/2019 21:47,no,quality,0,0
8172,8783,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,claratoh,huge fan of maybelline products! thank you for the promotion. i swear by the maybelline age rewind concealer is the best concealer ever ❤️,huge fan of maybelle products, IAR Ligh,5.0,9/11/2019 16:57,no,no_topic,0,0
8173,8784,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,claratoh,huge fan of maybelline products! thank you for the promotion. i swear by the maybelline age rewind concealer is the best concealer ever ❤️,thank you for the promotion, IAR Ligh,5.0,9/11/2019 16:57,no,price,0,0
8174,8785,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,claratoh,huge fan of maybelline products! thank you for the promotion. i swear by the maybelline age rewind concealer is the best concealer ever ❤️,i swear by the maybelle age rewind concealer is the best concealer ever, IAR Ligh,5.0,9/11/2019 16:57,no,quality,0,0
8175,8786,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,faithongyin,promo stated comes with 3 free make up remover solution and free shipping. however i did not receive my 3 make up remover and paid $4 shipping fee.,promo stated comes with 3 free make up remover solution and free shipping, IAR Honey,1.0,10/13/2019 16:20,no,price,1,1
8176,8787,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,faithongyin,promo stated comes with 3 free make up remover solution and free shipping. however i did not receive my 3 make up remover and paid $4 shipping fee.,however i did not receive my 3 make up remover and paid 4 shipping fee, IAR Honey,1.0,10/13/2019 16:20,no,delivery,0,0
8177,8788,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,sakurakate,"it's the new package now. but even if i ordered the same color code of this concealer as my previous one (light), i feel the shade has become darker, thus not as effective in concealing.",it is the new package now, IAR Ligh,5.0,10/8/2019 10:41,no,delivery,0,0
8178,8789,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,sakurakate,"it's the new package now. but even if i ordered the same color code of this concealer as my previous one (light), i feel the shade has become darker, thus not as effective in concealing.",but even if i ordered the same color code of this concealer as my previous one light i feel the shade has become darker thus not as effective in concealing, IAR Ligh,5.0,10/8/2019 10:41,no,quality,0,0
8179,8790,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,mainechongfl,delivery was fast. however it was partially my fault that thought that there is compulsory of makeup remover as free gift which is why i bought it :( sad to know that it is only for the first 100 customers. if i know it not compulsory i wont not have got it as the shipping fee is $2😭😭😭,delivery was fast, IAR Medium,4.0,9/13/2019 15:42,no,delivery,1,1
8180,8791,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,mainechongfl,delivery was fast. however it was partially my fault that thought that there is compulsory of makeup remover as free gift which is why i bought it :( sad to know that it is only for the first 100 customers. if i know it not compulsory i wont not have got it as the shipping fee is $2😭😭😭,however it was partially my fault that thought that there is compulsory of makeup remover as free gift which is why i bought it sad to know that it is only for the first 100 customers, IAR Medium,4.0,9/13/2019 15:42,no,price,0,0
8181,8792,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,mainechongfl,delivery was fast. however it was partially my fault that thought that there is compulsory of makeup remover as free gift which is why i bought it :( sad to know that it is only for the first 100 customers. if i know it not compulsory i wont not have got it as the shipping fee is $2😭😭😭,if i know it not compulsory i wont not have got it as the shipping fee is 2, IAR Medium,4.0,9/13/2019 15:42,no,delivery,0,0
8182,8793,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,juliyana99,received in 1 day! :),received in 1 day, IAR Ligh,5.0,10/11/2019 22:24,no,delivery,0,0
8183,8794,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,norraross,fast delivery. authentic item. thank you seller.,fast delivery, IAR Honey,5.0,10/3/2019 13:34,no,delivery,1,1
8184,8795,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,norraross,fast delivery. authentic item. thank you seller.,authentic item, IAR Honey,5.0,10/3/2019 13:34,no,quality,1,0
8185,8796,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,norraross,fast delivery. authentic item. thank you seller.,thank you seller, IAR Honey,5.0,10/3/2019 13:34,no,no_topic,0,0
8186,8797,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,shellenchan,order received in good condition but this did not come with the 3 small bots of eye make up remover.,order received in good condition but this did not come with the 3 small both of eye make up remover, IAR F,5.0,9/23/2019 12:18,no,delivery,0,1
8187,8798,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,kohkimwa,fast delivery and received in good condition and good quality and good price.,fast delivery and received in good condition and good quality and good price, IAR Honey,5.0,9/9/2019 23:27,no,delivery,1,1
8188,8799,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,cashewrina,order received in good condition and got the right shade. delivery time was also not too long.,order received in good condition and got the right shade, IAR Honey,5.0,9/16/2019 18:23,no,delivery,1,0
8189,8800,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,cashewrina,order received in good condition and got the right shade. delivery time was also not too long.,delivery time was also not too long, IAR Honey,5.0,9/16/2019 18:23,no,delivery,0,0
8190,8801,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,chloechua14,love this concealer! very good! i will definitely repurchase again 👍🏻👍🏻👍🏻,love this concealer, IAR Ligh,5.0,9/21/2019 15:11,no,quality,1,1
8191,8802,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,chloechua14,love this concealer! very good! i will definitely repurchase again 👍🏻👍🏻👍🏻,very good, IAR Ligh,5.0,9/21/2019 15:11,no,quality,1,1
8192,8803,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,chloechua14,love this concealer! very good! i will definitely repurchase again 👍🏻👍🏻👍🏻,i will definitely repurchase again, IAR Ligh,5.0,9/21/2019 15:11,no,no_topic,0,0
8193,8804,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,melissstoh,love this concealer. value for money and easy application. would purchase again! thanks seller.,love this concealer, Medium,5.0,4/1/2019 8:27,no,quality,1,1
8194,8805,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,melissstoh,love this concealer. value for money and easy application. would purchase again! thanks seller.,value for money and easy application, Medium,5.0,4/1/2019 8:27,no,price,1,0
8195,8806,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,melissstoh,love this concealer. value for money and easy application. would purchase again! thanks seller.,would purchase again, Medium,5.0,4/1/2019 8:27,no,quality,0,0
8196,8807,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,melissstoh,love this concealer. value for money and easy application. would purchase again! thanks seller.,thanks seller, Medium,5.0,4/1/2019 8:27,no,no_topic,0,1
8197,8808,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,silviays,always like the maybelline concealer.............................,always like the maybelle concealer, IAR Sand,5.0,9/4/2019 0:20,no,quality,1,1
8198,8809,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,hehaho,"received quickly,, in good packaging. thank you very much.",received quickly in good packaging, IAR Sand,5.0,9/5/2019 22:52,no,delivery,1,1
8199,8810,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,hehaho,"received quickly,, in good packaging. thank you very much.",thank you very much, IAR Sand,5.0,9/5/2019 22:52,no,no_topic,0,0
8200,8811,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,zhangshuai1212,fast delivery,fast delivery, IAR Sand,5.0,10/15/2019 21:53,no,delivery,1,1
8201,8812,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,farahnxj,very fast delivery! worth the buy as it is definitely cheaper then buying in store!!!,very fast delivery, IAR Ligh,5.0,9/3/2019 19:53,no,delivery,1,1
8202,8813,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,farahnxj,very fast delivery! worth the buy as it is definitely cheaper then buying in store!!!,worth the buy as it is definitely cheaper then buying in store, IAR Ligh,5.0,9/3/2019 19:53,no,price,1,1
8203,8814,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,nureen14,much cheaper than in stores!,much cheaper than in stores, IAR Medium,5.0,10/5/2019 1:10,no,price,1,1
8204,8815,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,valentiateo,"exact to the photos, the delivery was quite fast and relies were relatively fast",exact to the photos the delivery was quite fast and relies were relatively fast, IAR Sand,5.0,8/22/2019 13:25,no,delivery,1,1
8205,8816,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,seoll,"received in good condition. packaging is different from what is sold in stores though, hopefully it works the same",received in good condition, IAR Ligh,5.0,9/5/2019 12:28,no,delivery,1,1
8206,8817,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,seoll,"received in good condition. packaging is different from what is sold in stores though, hopefully it works the same",packaging is different from what is sold in stores though hopefully it works the same, IAR Ligh,5.0,9/5/2019 12:28,no,delivery,0,0
8207,8818,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,pandamandaink,did not receive free gifts,did not receive free gifts, IAR Ligh,1.0,9/19/2019 22:26,no,price,1,1
8208,8819,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,salohcin,"local delivery was quick, received the item within 2 to 3 days",local delivery was quick received the item within 2 to 3 days, IAR Sand,5.0,8/23/2019 20:33,no,delivery,0,0
8209,8820,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,missincredible22,"product original & good, delivery fast, just don't understand that i brought at flash sale but  pay more than later promotion price.",product original good delivery fast just do not understand that i brought at flash sale but pay more than later promotion price, IAR Honey,5.0,8/2/2019 0:42,no,price,0,1
8210,8821,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,tooooods,all the concealers came in nicely packed and delivery was super quick!,all the concealer came in nicely packed and delivery was super quick, IAR Sand,5.0,8/20/2019 21:23,no,delivery,1,1
8211,8822,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,nursyfnh,receive it in a good condition. fast delivery.,receive it in a good condition, IAR Honey,5.0,9/5/2019 11:46,no,delivery,1,1
8212,8823,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,nursyfnh,receive it in a good condition. fast delivery.,fast delivery, IAR Honey,5.0,9/5/2019 11:46,no,delivery,1,1
8213,8824,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,katetsui,dcgghhagsedkrkwejsjsjwnwbsbsbsbsbshbssbsbsb,dcgghhagsedkrkwejsjsjwnwbsbsbsbsbshbssbsbsb, IAR Medium,5.0,9/4/2019 2:00,no,no_topic,0,0
8214,8825,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,sitithembem,fast delivery  got notife from driver  also..nice package .. but not try yet.. hopefully not to dark than my foundation....... thank you,fast delivery got notice from driver also nice package but not try yet hopefully not to dark than my foundation thank you, IAR Medium,5.0,4/24/2019 12:22,no,delivery,0,1
8215,8826,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,haniza17,"very fast shipping, thank you. will purchase again.",very fast shipping thank you, IAR Ligh,5.0,9/9/2019 19:13,no,delivery,1,1
8216,8827,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,haniza17,"very fast shipping, thank you. will purchase again.",will purchase again, IAR Ligh,5.0,9/9/2019 19:13,no,quality,0,0
8217,8828,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,crystalco,best drugstore concealer. my 5th purchase. love it.,best drugstore concealer, IAR Ligh,5.0,9/2/2019 21:25,no,quality,1,0
8218,8829,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,crystalco,best drugstore concealer. my 5th purchase. love it.,my th purchase, IAR Ligh,5.0,9/2/2019 21:25,no,no_topic,0,0
8219,8830,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,crystalco,best drugstore concealer. my 5th purchase. love it.,love it, IAR Ligh,5.0,9/2/2019 21:25,no,quality,1,1
8220,8831,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,priyasawalani,very fast delivery and good quality. properly wrapped.,very fast delivery and good quality, IAR Medium,5.0,9/1/2019 6:07,no,delivery,1,1
8221,8832,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,priyasawalani,very fast delivery and good quality. properly wrapped.,properly wrapped, IAR Medium,5.0,9/1/2019 6:07,no,delivery,1,0
8222,8833,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,potatolover000,fast delivery.  good product,fast delivery, IAR Honey,5.0,9/8/2019 7:35,no,delivery,1,1
8223,8834,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,potatolover000,fast delivery.  good product,good product, IAR Honey,5.0,9/8/2019 7:35,no,quality,1,1
8224,8835,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,jellypudd,"well bubble wrapped, quite efficient delivery. but the manufacturing date is quite old compared to the one i bought in stores months ago!",well bubble wrapped quite efficient delivery, IAR Ligh,3.0,7/5/2019 0:18,no,delivery,1,1
8225,8836,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,jellypudd,"well bubble wrapped, quite efficient delivery. but the manufacturing date is quite old compared to the one i bought in stores months ago!",but the manufacturing date is quite old compared to the one i bought in stores months ago, IAR Ligh,3.0,7/5/2019 0:18,no,quality,0,0
8226,8837,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,vanessa2709,great coverage and the colour really matches me well. the finish is also better than i expected so overall really happy with the product! will purchase again after finishing,great coverage and the colour really matches me well, IAR Sand,5.0,6/23/2019 0:20,no,quality,1,1
8227,8838,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,vanessa2709,great coverage and the colour really matches me well. the finish is also better than i expected so overall really happy with the product! will purchase again after finishing,the finish is also better than i expected so overall really happy with the product, IAR Sand,5.0,6/23/2019 0:20,no,quality,1,0
8228,8839,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,vanessa2709,great coverage and the colour really matches me well. the finish is also better than i expected so overall really happy with the product! will purchase again after finishing,will purchase again after finishing, IAR Sand,5.0,6/23/2019 0:20,no,quality,0,0
8229,8840,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,evangelinelee,efficient delivery,efficient delivery, IAR Ligh,5.0,9/9/2019 14:36,no,delivery,1,0
8230,8841,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,huiyinyin,item well received. delivery took 4 days. bought during flash sales. worth it.,item well received, IAR Honey,5.0,7/28/2019 2:48,no,delivery,1,1
8231,8842,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,huiyinyin,item well received. delivery took 4 days. bought during flash sales. worth it.,delivery took 4 days, IAR Honey,5.0,7/28/2019 2:48,no,delivery,0,0
8232,8843,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,huiyinyin,item well received. delivery took 4 days. bought during flash sales. worth it.,bought during flash sales, IAR Honey,5.0,7/28/2019 2:48,no,price,0,0
8233,8844,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,huiyinyin,item well received. delivery took 4 days. bought during flash sales. worth it.,worth it, IAR Honey,5.0,7/28/2019 2:48,no,price,1,1
8234,8845,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,juliannalow,fast delivery and product as expected. bought during flashsale and used additional voucher.,fast delivery and product as expected, IAR F,5.0,7/19/2019 7:57,no,delivery,1,1
8235,8846,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,juliannalow,fast delivery and product as expected. bought during flashsale and used additional voucher.,bought during flashsale and used additional voucher, IAR F,5.0,7/19/2019 7:57,no,quality,0,0
8236,8847,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,nurul.alia14,order yesterday received today so fast delivery,order yesterday received today so fast delivery, IAR Caramel,5.0,8/20/2019 18:43,no,delivery,1,1
8237,8848,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,xwdazzles,"speedy delivery, item came well wrapped, and received it in good condition",speedy delivery item came well wrapped and received it in good condition, IAR Sand,5.0,7/15/2019 21:03,no,delivery,1,1
8238,8849,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,ferlynhew,"definitely the authentic one bcoz it's the official shop and ofc the quality is premium! been using this since last year and the coverage is really very good, just apply a little will do! ❤️🤧",definitely the authentic one boz it is the official shop and of the quality is premium, IAR Medium,5.0,5/31/2019 19:21,no,quality,0,0
8239,8850,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,ferlynhew,"definitely the authentic one bcoz it's the official shop and ofc the quality is premium! been using this since last year and the coverage is really very good, just apply a little will do! ❤️🤧",been using this since last year and the coverage is really very good just apply a little will do, IAR Medium,5.0,5/31/2019 19:21,no,quality,1,1
8240,8851,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,simplicityisbeauty,"item received in good condition. bought it during flash deals hence, really worth it. however, did not receive the free lipstick that is supposed to come together with this concealer. disappointed.",item received in good condition, IAR F,2.0,4/7/2019 22:19,no,delivery,1,1
8241,8852,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,simplicityisbeauty,"item received in good condition. bought it during flash deals hence, really worth it. however, did not receive the free lipstick that is supposed to come together with this concealer. disappointed.",bought it during flash deals hence really worth it, IAR F,2.0,4/7/2019 22:19,no,price,1,1
8242,8853,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,simplicityisbeauty,"item received in good condition. bought it during flash deals hence, really worth it. however, did not receive the free lipstick that is supposed to come together with this concealer. disappointed.",however did not receive the free lipstick that is supposed to come together with this concealer, IAR F,2.0,4/7/2019 22:19,no,delivery,0,1
8243,8854,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,simplicityisbeauty,"item received in good condition. bought it during flash deals hence, really worth it. however, did not receive the free lipstick that is supposed to come together with this concealer. disappointed.",disappointed, IAR F,2.0,4/7/2019 22:19,no,quality,-1,0
8244,8855,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,shermiechay,"order received, delivery time was fine. didn't expect the item to be such small haha..",order received delivery time was fine, IAR Ligh,5.0,6/14/2019 10:44,no,delivery,1,0
8245,8856,Shopee,Maybelline,Concealers,Maybelline Instant Age Rewind Concealer,15.9,shermiechay,"order received, delivery time was fine. didn't expect the item to be such small haha..",did not expect the item to be such small aha, IAR Ligh,5.0,6/14/2019 10:44,no,no_topic,0,0
