,Unnamed:_0,Platform,Brand,Category,Product_Name,Price,Reviewer,Review,Review_splitted,Product_Purchase,Ratings,Date_Of_Review,Response,topic
7667,7667,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,arnshq,fast delivery! ordered on sunday night and received on tuesday evening. foundation bottle wasn't wrapped but packaging itself has a bubble wrap protector inside of it. refer to picture for understanding.,ordered on sunday night and received on tuesday evening,Variation: 332 Golden Caramel,5.0,2019-12-24 19:10:00,no,delivery
7668,7668,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,arnshq,fast delivery! ordered on sunday night and received on tuesday evening. foundation bottle wasn't wrapped but packaging itself has a bubble wrap protector inside of it. refer to picture for understanding.,foundation bottle was not wrapped but packaging itself has a bubble wrap protector inside of it,Variation: 332 Golden Caramel,5.0,2019-12-24 19:10:00,no,delivery
7669,7669,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,arnshq,fast delivery! ordered on sunday night and received on tuesday evening. foundation bottle wasn't wrapped but packaging itself has a bubble wrap protector inside of it. refer to picture for understanding.,refer to picture for understanding,Variation: 332 Golden Caramel,5.0,2019-12-24 19:10:00,no,quality
7670,7670,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,catherinethunguyen,"received in good condition, however the delivery fee is $4, a bit expensive to me. mfg in july 2019, very new. good package.",received in good condition however the delivery fee is 4 a bit expensive to me,Variation: 128 Warm Nude,5.0,2019-12-20 00:21:00,no,delivery
7671,7671,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,catherinethunguyen,"received in good condition, however the delivery fee is $4, a bit expensive to me. mfg in july 2019, very new. good package.",meg in july 2019 very new,Variation: 128 Warm Nude,5.0,2019-12-20 00:21:00,no,quality
7672,7672,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,catherinethunguyen,"received in good condition, however the delivery fee is $4, a bit expensive to me. mfg in july 2019, very new. good package.",good package,Variation: 128 Warm Nude,5.0,2019-12-20 00:21:00,no,delivery
7673,7673,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,kayliex,"thanks seller, delivery time is still acceptable received in about a week",thanks seller delivery time is still acceptable received in about a week,Variation: 220 Natural Beige,5.0,2019-12-18 16:00:00,no,delivery
7674,7674,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,mewqrtyy,"didn't get the mascara as they said they will when i ordered at around 12am on 11 nov
i don think they even wanted to send it only after reminder then they send on 26 nov lol maybe cos i only paid 9.38 haha",did not get the mascara as they said they will when i ordered at around am on 11 nov i don think they even wanted to send it only after reminder then they send on 26 nov lol maybe cos i only paid 9 38 aha,Variation: 115 Ivory,5.0,2019-12-12 11:08:00,no,quality
7675,7675,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,ishmayleee,worth the buy. good price for the good product.,worth the buy,Variation: 115 Ivory,5.0,2019-12-22 22:17:00,no,price
7676,7676,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,ishmayleee,worth the buy. good price for the good product.,good price for the good product,Variation: 115 Ivory,5.0,2019-12-22 22:17:00,no,price
7677,7677,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,shernonlai,"haven tried. but hand and small . 

delivery  was fast!

happy to deal",haven tried,Variation: 228 Soft Tan,5.0,2019-12-17 00:38:00,no,no_topic
7678,7678,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,shernonlai,"haven tried. but hand and small . 

delivery  was fast!

happy to deal",but hand and small,Variation: 228 Soft Tan,5.0,2019-12-17 00:38:00,no,no_topic
7679,7679,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,shernonlai,"haven tried. but hand and small . 

delivery  was fast!

happy to deal",delivery was fast,Variation: 228 Soft Tan,5.0,2019-12-17 00:38:00,no,delivery
7680,7680,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,shernonlai,"haven tried. but hand and small . 

delivery  was fast!

happy to deal",happy to deal,Variation: 228 Soft Tan,5.0,2019-12-17 00:38:00,no,price
7681,7681,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,racquel1717,cheaper than mall price during flash deal. deliver after 4 days. this liquid foundation works really well on my oily skin type face.,cheaper than mall price during flash deal,Variation: 128 Warm Nude,5.0,2019-12-13 21:02:00,no,price
7682,7682,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,racquel1717,cheaper than mall price during flash deal. deliver after 4 days. this liquid foundation works really well on my oily skin type face.,deliver after 4 days,Variation: 128 Warm Nude,5.0,2019-12-13 21:02:00,no,delivery
7683,7683,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,racquel1717,cheaper than mall price during flash deal. deliver after 4 days. this liquid foundation works really well on my oily skin type face.,this liquid foundation works really well on my oily skin type face,Variation: 128 Warm Nude,5.0,2019-12-13 21:02:00,no,quality
7684,7684,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,altoheart,item nicely sealed. delivery was smooth and quick. very cute free lipstick,item nicely sealed,Variation: 120 Classic Ivory,5.0,2019-12-14 15:33:00,no,quality
7685,7685,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,altoheart,item nicely sealed. delivery was smooth and quick. very cute free lipstick,delivery was smooth and quick,Variation: 120 Classic Ivory,5.0,2019-12-14 15:33:00,no,delivery
7686,7686,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,altoheart,item nicely sealed. delivery was smooth and quick. very cute free lipstick,very cute free lipstick,Variation: 120 Classic Ivory,5.0,2019-12-14 15:33:00,no,price
7687,7687,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,sammiimin,"fast delivery, glass bottle was packaged really well didnt have any defect",fast delivery glass bottle was packaged really well dint have any defect,Variation: 115 Ivory,5.0,2019-12-12 12:11:00,no,delivery
7688,7688,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,sandraxlim,"ordered 12.12, received 13 dec. never tried pdts b4. see the photo for colours. light concealer; foundation 220 natural beige for matt poreless is actually lighter colour than 210 sandy beige for dewy smooth.",ordered 12 12 received 13 dec never tried puts b4,Variation: 220 Natural Beige,4.0,2019-12-13 20:33:00,no,delivery
7689,7689,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,sandraxlim,"ordered 12.12, received 13 dec. never tried pdts b4. see the photo for colours. light concealer; foundation 220 natural beige for matt poreless is actually lighter colour than 210 sandy beige for dewy smooth.",see the photo for colours,Variation: 220 Natural Beige,4.0,2019-12-13 20:33:00,no,quality
7690,7690,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,sandraxlim,"ordered 12.12, received 13 dec. never tried pdts b4. see the photo for colours. light concealer; foundation 220 natural beige for matt poreless is actually lighter colour than 210 sandy beige for dewy smooth.",light concealer foundation 220 natural beige for matt homeless is actually lighter colour than 210 sandy beige for dewy smooth,Variation: 220 Natural Beige,4.0,2019-12-13 20:33:00,no,quality
7691,7691,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,germainejm,"repeated order for this product, my go to liquid foundation for many years already.",repeated order for this product my go to liquid foundation for many years already,Variation: 120 Classic Ivory,5.0,2019-12-17 21:30:00,no,quality
7692,7692,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,yrbear,fast delivery!,fast delivery,Variation: 128 Warm Nude,5.0,2019-12-20 11:03:00,no,delivery
7693,7693,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,annacas,not fast delivery. expected to have a free mascara as it says it has says on the flash sale. though it says til supply last. it should have shown that it has no free mascara when i bought it.sounds false advertisement to me,not fast delivery,Variation: 128 Warm Nude,3.0,2019-12-05 22:12:00,no,delivery
7694,7694,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,annacas,not fast delivery. expected to have a free mascara as it says it has says on the flash sale. though it says til supply last. it should have shown that it has no free mascara when i bought it.sounds false advertisement to me,expected to have a free mascara as it says it has says on the flash sale,Variation: 128 Warm Nude,3.0,2019-12-05 22:12:00,no,price
7695,7695,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,annacas,not fast delivery. expected to have a free mascara as it says it has says on the flash sale. though it says til supply last. it should have shown that it has no free mascara when i bought it.sounds false advertisement to me,though it says til supply last,Variation: 128 Warm Nude,3.0,2019-12-05 22:12:00,no,quality
7696,7696,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,annacas,not fast delivery. expected to have a free mascara as it says it has says on the flash sale. though it says til supply last. it should have shown that it has no free mascara when i bought it.sounds false advertisement to me,it should have shown that it has no free mascara when i bought it sounds false advertisement to me,Variation: 128 Warm Nude,3.0,2019-12-05 22:12:00,no,price
7697,7697,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,jocelyn,"super fast delivery, highly recommended. not a bad product in general.",super fast delivery highly recommended,Variation: 120 Classic Ivory,5.0,2019-12-13 18:27:00,no,delivery
7698,7698,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,jocelyn,"super fast delivery, highly recommended. not a bad product in general.",not a bad product in general,Variation: 120 Classic Ivory,5.0,2019-12-13 18:27:00,no,no_topic
7699,7699,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,kittenswag1234,fast delivery!!!! with pump so i'm impressed with the price!,fast delivery,Variation: 228 Soft Tan,5.0,2019-12-09 20:50:00,no,delivery
7700,7700,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,kittenswag1234,fast delivery!!!! with pump so i'm impressed with the price!,with pump so I am impressed with the price,Variation: 228 Soft Tan,5.0,2019-12-09 20:50:00,no,price
7701,7701,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,orangegum,"delivery took slightly longer than a week, item nicely packed in package",delivery took slightly longer than a week item nicely packed in package,Variation: 120 Classic Ivory,5.0,2019-12-10 14:47:00,no,delivery
7702,7702,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,junkoblack,finally able to get it with a pump. well packed and received in good condition:) hoping to have more deals to come!,finally able to get it with a pump,Variation: 220 Natural Beige,5.0,2019-12-03 23:25:00,no,no_topic
7703,7703,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,junkoblack,finally able to get it with a pump. well packed and received in good condition:) hoping to have more deals to come!,well packed and received in good condition hoping to have more deals to come,Variation: 220 Natural Beige,5.0,2019-12-03 23:25:00,no,delivery
7704,7704,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,fadhilahishami,ordered this during the 11.11 flash deal but received only at the end of the month so the delivery time took really long. also pretty disappointed that they didn't deliver their promise of the free mascara but some others actually did receive it.,ordered this during the 11 11 flash deal but received only at the end of the month so the delivery time took really long,Variation: 220 Natural Beige,3.0,2019-11-28 20:15:00,no,delivery
7705,7705,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,fadhilahishami,ordered this during the 11.11 flash deal but received only at the end of the month so the delivery time took really long. also pretty disappointed that they didn't deliver their promise of the free mascara but some others actually did receive it.,also pretty disappointed that they did not deliver their promise of the free mascara but some others actually did receive it,Variation: 220 Natural Beige,3.0,2019-11-28 20:15:00,no,delivery
7706,7706,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,zenamilia,"thanks seller..that time i pay only $11.27 and get a bundle coming with hiper curly eyelashes . 
i hope every month have a big discount bundle like this again.... for the foundation is covered to my black spots and for hiper curly eyelashes really work well even have to apply it few time to get a best",thanks seller that time i pay only 11 27 and get a bundle coming with piper curly eyelashes,Variation: 120 Classic Ivory,5.0,2019-11-22 07:50:00,no,no_topic
7707,7707,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,zenamilia,"thanks seller..that time i pay only $11.27 and get a bundle coming with hiper curly eyelashes . 
i hope every month have a big discount bundle like this again.... for the foundation is covered to my black spots and for hiper curly eyelashes really work well even have to apply it few time to get a best",i hope every month have a big discount bundle like this again for the foundation is covered to my black spots and for piper curly eyelashes really work well even have to apply it few time to get a best,Variation: 120 Classic Ivory,5.0,2019-11-22 07:50:00,no,quality
7708,7708,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,judyloo,no comments/review is an image,no comments review is an image,Variation: 235 Pure Beige,5.0,2019-12-04 22:38:00,no,no_topic
7709,7709,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,jiaqunlim,"have not tried the product but heard good reviews on it. but the delivery took quite awhile, ordered on 11.11 but only got it on 28/11 or so. and did not give the free mascara as stated :/ wanted to try it out but oh well. but the price was cheaper then retail store",have not tried the product but heard good reviews on it,Variation: 120 Classic Ivory,3.0,2019-12-04 19:19:00,no,quality
7710,7710,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,jiaqunlim,"have not tried the product but heard good reviews on it. but the delivery took quite awhile, ordered on 11.11 but only got it on 28/11 or so. and did not give the free mascara as stated :/ wanted to try it out but oh well. but the price was cheaper then retail store",but the delivery took quite awhile ordered on 11 11 but only got it on 28 11 or so,Variation: 120 Classic Ivory,3.0,2019-12-04 19:19:00,no,delivery
7711,7711,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,jiaqunlim,"have not tried the product but heard good reviews on it. but the delivery took quite awhile, ordered on 11.11 but only got it on 28/11 or so. and did not give the free mascara as stated :/ wanted to try it out but oh well. but the price was cheaper then retail store",and did not give the free mascara as stated wanted to try it out but oh well,Variation: 120 Classic Ivory,3.0,2019-12-04 19:19:00,no,price
7712,7712,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,jiaqunlim,"have not tried the product but heard good reviews on it. but the delivery took quite awhile, ordered on 11.11 but only got it on 28/11 or so. and did not give the free mascara as stated :/ wanted to try it out but oh well. but the price was cheaper then retail store",but the price was cheaper then retail store,Variation: 120 Classic Ivory,3.0,2019-12-04 19:19:00,no,price
7713,7713,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,clxrize,"delivered to doorstep in bubble wrapped package. consistency is more liquid but a little bit goes a long way. not cakey due to the light weight consistency. in photo i'm not wearing primer underneath, only sunscreen but yet is decently matte. rly like this foundation so far",delivered to doorstep in bubble wrapped package,Variation: 128 Warm Nude,5.0,2019-11-22 17:23:00,no,delivery
7714,7714,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,clxrize,"delivered to doorstep in bubble wrapped package. consistency is more liquid but a little bit goes a long way. not cakey due to the light weight consistency. in photo i'm not wearing primer underneath, only sunscreen but yet is decently matte. rly like this foundation so far",consistency is more liquid but a little bit goes a long way,Variation: 128 Warm Nude,5.0,2019-11-22 17:23:00,no,no_topic
7715,7715,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,clxrize,"delivered to doorstep in bubble wrapped package. consistency is more liquid but a little bit goes a long way. not cakey due to the light weight consistency. in photo i'm not wearing primer underneath, only sunscreen but yet is decently matte. rly like this foundation so far",not cakey due to the light weight consistency,Variation: 128 Warm Nude,5.0,2019-11-22 17:23:00,no,no_topic
7716,7716,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,clxrize,"delivered to doorstep in bubble wrapped package. consistency is more liquid but a little bit goes a long way. not cakey due to the light weight consistency. in photo i'm not wearing primer underneath, only sunscreen but yet is decently matte. rly like this foundation so far",in photo I am not wearing primer underneath only sunscreen but yet is decently matte,Variation: 128 Warm Nude,5.0,2019-11-22 17:23:00,no,quality
7717,7717,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,clxrize,"delivered to doorstep in bubble wrapped package. consistency is more liquid but a little bit goes a long way. not cakey due to the light weight consistency. in photo i'm not wearing primer underneath, only sunscreen but yet is decently matte. rly like this foundation so far",fly like this foundation so far,Variation: 128 Warm Nude,5.0,2019-11-22 17:23:00,no,quality
7718,7718,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,engs33,got this on flash at a very good price. took about a week to arrive and i received the mini mascara as well. thank you maybelline! i'm a fan! 😊,got this on flash at a very good price,Variation: 220 Natural Beige,5.0,2019-11-24 01:07:00,no,price
7719,7719,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,engs33,got this on flash at a very good price. took about a week to arrive and i received the mini mascara as well. thank you maybelline! i'm a fan! 😊,took about a week to arrive and i received the mini mascara as well,Variation: 220 Natural Beige,5.0,2019-11-24 01:07:00,no,delivery
7720,7720,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,engs33,got this on flash at a very good price. took about a week to arrive and i received the mini mascara as well. thank you maybelline! i'm a fan! 😊,thank you maybelle,Variation: 220 Natural Beige,5.0,2019-11-24 01:07:00,no,no_topic
7721,7721,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,engs33,got this on flash at a very good price. took about a week to arrive and i received the mini mascara as well. thank you maybelline! i'm a fan! 😊,I am a fan,Variation: 220 Natural Beige,5.0,2019-11-24 01:07:00,no,no_topic
7722,7722,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,lickookie,"good deal, delivery took about 2 weeks though
cheap during the sales",good deal delivery took about 2 weeks though cheap during the sales,Variation: 128 Warm Nude,5.0,2019-11-26 13:46:00,no,price
7723,7723,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,nicollettee,good deal purchased during sales. fast delivery!,good deal purchased during sales,Variation: 220 Natural Beige,5.0,2019-12-04 21:08:00,no,price
7724,7724,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,nicollettee,good deal purchased during sales. fast delivery!,fast delivery,Variation: 220 Natural Beige,5.0,2019-12-04 21:08:00,no,delivery
7725,7725,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,chxrmxine,ordered during the 11.11 sale so delivery took awhile but it was well wrapped and came with a free mascara too!,ordered during the 11 11 sale so delivery took awhile but it was well wrapped and came with a free mascara too,Variation: 220 Natural Beige,5.0,2019-11-22 22:03:00,no,delivery
7726,7726,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,awfullymel,very fast delivery. items in good condition. only gripe is that the mascara isn't accurately represented in the photo. i understand that it's stated there 4.5g but the photo is rather misleading.,very fast delivery,Variation: 222 True Beige,4.0,2019-11-15 19:30:00,no,delivery
7727,7727,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,awfullymel,very fast delivery. items in good condition. only gripe is that the mascara isn't accurately represented in the photo. i understand that it's stated there 4.5g but the photo is rather misleading.,items in good condition,Variation: 222 True Beige,4.0,2019-11-15 19:30:00,no,delivery
7728,7728,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,awfullymel,very fast delivery. items in good condition. only gripe is that the mascara isn't accurately represented in the photo. i understand that it's stated there 4.5g but the photo is rather misleading.,only gripe is that the mascara is not accurately represented in the photo,Variation: 222 True Beige,4.0,2019-11-15 19:30:00,no,quality
7729,7729,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,awfullymel,very fast delivery. items in good condition. only gripe is that the mascara isn't accurately represented in the photo. i understand that it's stated there 4.5g but the photo is rather misleading.,i understand that it is stated there 4 g but the photo is rather misleading,Variation: 222 True Beige,4.0,2019-11-15 19:30:00,no,no_topic
7730,7730,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,shanicelim05,won't deny it's a great deal but a bit sad because i didn't get the free mascara like others did during the 11:11 sales :(((,will not deny it is a great deal but a bit sad because i did not get the free mascara like others did during the 11 11 sales,Variation: 120 Classic Ivory,4.0,2019-11-21 20:59:00,no,price
7731,7731,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,marquiell,"so happy and contented with my purchase.bought during 11/11 sales as i got it bundled with mascara.seller also prompt in answering my enquiry about the product.delivered 2 days after via urbanfox right at my doorstep.
very good deal!",so happy and contented with my purchase bought during 11 11 sales as i got it bundled with mascara seller also prompt in answering my enquiry about the product delivered 2 days after via urbanfox right at my doorstep,Variation: 230 Natural Buff,5.0,2019-11-13 14:43:00,no,delivery
7732,7732,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,marquiell,"so happy and contented with my purchase.bought during 11/11 sales as i got it bundled with mascara.seller also prompt in answering my enquiry about the product.delivered 2 days after via urbanfox right at my doorstep.
very good deal!",very good deal,Variation: 230 Natural Buff,5.0,2019-11-13 14:43:00,no,price
7733,7733,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,siaumein,received it yesterday! thanks seller! came with free mascara.👍,received it yesterday,Variation: 115 Ivory,5.0,2019-11-22 13:12:00,no,delivery
7734,7734,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,siaumein,received it yesterday! thanks seller! came with free mascara.👍,thanks seller,Variation: 115 Ivory,5.0,2019-11-22 13:12:00,no,no_topic
7735,7735,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,siaumein,received it yesterday! thanks seller! came with free mascara.👍,came with free mascara,Variation: 115 Ivory,5.0,2019-11-22 13:12:00,no,price
7736,7736,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,loonalovegood,items arrived quickly and in great condition. 335 on the left and 332 on the right. can't wait to try them out!,items arrived quickly and in great condition,Variation: 335 Classic Tan,5.0,2019-11-24 09:41:00,no,delivery
7737,7737,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,loonalovegood,items arrived quickly and in great condition. 335 on the left and 332 on the right. can't wait to try them out!,335 on the left and 332 on the right,Variation: 335 Classic Tan,5.0,2019-11-24 09:41:00,no,no_topic
7738,7738,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,loonalovegood,items arrived quickly and in great condition. 335 on the left and 332 on the right. can't wait to try them out!,can not wait to try them out,Variation: 335 Classic Tan,5.0,2019-11-24 09:41:00,no,no_topic
7739,7739,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,crystalsing,received item in good condition. it even came with a receipt from loreal. i did a comparison with the one i bought from watson (on the right hand side) and the color is same. i'm so happy that it finally come with a pump! one of my all time fav foundation for everyday wear.,received item in good condition,Variation: 120 Classic Ivory,5.0,2019-10-31 15:57:00,no,delivery
7740,7740,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,crystalsing,received item in good condition. it even came with a receipt from loreal. i did a comparison with the one i bought from watson (on the right hand side) and the color is same. i'm so happy that it finally come with a pump! one of my all time fav foundation for everyday wear.,it even came with a receipt from lorean,Variation: 120 Classic Ivory,5.0,2019-10-31 15:57:00,no,no_topic
7741,7741,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,crystalsing,received item in good condition. it even came with a receipt from loreal. i did a comparison with the one i bought from watson (on the right hand side) and the color is same. i'm so happy that it finally come with a pump! one of my all time fav foundation for everyday wear.,i did a comparison with the one i bought from watson on the right hand side and the color is same,Variation: 120 Classic Ivory,5.0,2019-10-31 15:57:00,no,quality
7742,7742,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,crystalsing,received item in good condition. it even came with a receipt from loreal. i did a comparison with the one i bought from watson (on the right hand side) and the color is same. i'm so happy that it finally come with a pump! one of my all time fav foundation for everyday wear.,I am so happy that it finally come with a pump,Variation: 120 Classic Ivory,5.0,2019-10-31 15:57:00,no,quality
7743,7743,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,crystalsing,received item in good condition. it even came with a receipt from loreal. i did a comparison with the one i bought from watson (on the right hand side) and the color is same. i'm so happy that it finally come with a pump! one of my all time fav foundation for everyday wear.,one of my all time fav foundation for everyday wear,Variation: 120 Classic Ivory,5.0,2019-10-31 15:57:00,no,quality
7744,7744,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,funicorn,been trying this in store and everywhere else and always wanted to get it. got one in msia but realise it doesnt come with pump (wtf) anyway great purchase!! too bad they dont give samples,been trying this in store and everywhere else and always wanted to get it,Variation: 128 Warm Nude,5.0,2019-11-15 02:21:00,no,no_topic
7745,7745,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,funicorn,been trying this in store and everywhere else and always wanted to get it. got one in msia but realise it doesnt come with pump (wtf) anyway great purchase!! too bad they dont give samples,got one in asia but realise it does come with pump wwf anyway great purchase,Variation: 128 Warm Nude,5.0,2019-11-15 02:21:00,no,quality
7746,7746,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,funicorn,been trying this in store and everywhere else and always wanted to get it. got one in msia but realise it doesnt come with pump (wtf) anyway great purchase!! too bad they dont give samples,too bad they dont give samples,Variation: 128 Warm Nude,5.0,2019-11-15 02:21:00,no,no_topic
7747,7747,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,anuriahk,ordered during the 11.11 sale and took 10 days to arrive. sad part is i didn't get the free mascara that was advertised :(,ordered during the 11 11 sale and took 10 days to arrive,Variation: 115 Ivory,1.0,2019-11-29 07:03:00,no,delivery
7748,7748,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,anuriahk,ordered during the 11.11 sale and took 10 days to arrive. sad part is i didn't get the free mascara that was advertised :(,sad part is i did not get the free mascara that was advertised,Variation: 115 Ivory,1.0,2019-11-29 07:03:00,no,price
7749,7749,Shopee,Maybelline,Foundation,Maybelline Fit Me Matte+Poreless Foundation with Pump,13.93,shaheera05,received in good condition.. love that it came with a pump.. and it did came with the mascara as stated.. ordered on the 11/11 and received it on 21/11..,received in good condition love that it came with a pump and it did came with the mascara as stated ordered on the 11 11 and received it on 21 11,Variation: 332 Golden Caramel,4.0,2019-11-25 13:07:00,no,delivery
