,ID,Brand,Category,Product Name ,Price,Reviewer,Review,Product Purchase,Ratings,Date Of Review,Response,tokenized_review,Polarity,Score
3865,1691,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , hartfall17 from www.tryandreview.com,i like it more than the one i bought in pharmacy store i had use more cotton and more micellar water for the other brand,lume (ml):400,5,19-Feb-20,no,"['bought', 'pharmacy', 'store', 'use', 'cotton', 'water', 'brand']",0,0
3866,1691,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , hartfall17 from www.tryandreview.com,for garnier i used only one that is a thumbs up for me make it 2 thumbs up,lume (ml):400,5,19-Feb-20,no,"['use', 'thumb', 'make', 'thumb']",0,0
3867,1692,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Tacofarts from www.tryandreview.com,cleanser was gentle on my skin,lume (ml):400,5,19-Feb-20,no,"['gentle', 'skin']",1,1
3868,1692,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Tacofarts from www.tryandreview.com,it did not leave my skin red or painful after using it compared to others I have used before,lume (ml):400,5,19-Feb-20,no,"['leave', 'skin', 'red', 'use', 'compare', 'other', 'use']",0,0
3869,1692,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Tacofarts from www.tryandreview.com,price wise definitely a good investment,lume (ml):400,5,19-Feb-20,no,"['price', 'wise', 'good', 'investment']",1,2
3870,1692,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Tacofarts from www.tryandreview.com,this will be my go to cleanser from now on,lume (ml):400,5,19-Feb-20,no,['go'],0,0
3871,1693,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Poppyfeifei from www.tryandreview.com,i have been using other micellar water and i must say garnier s micellar water removes makeup much easily,lume (ml):400,4,19-Feb-20,no,"['use', 'micellar', 'water', 'must', 'say', 'garni', 'micellar', 'water', 'remove', 'makeup']",0,0
3872,1693,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Poppyfeifei from www.tryandreview.com,with 2 cotton pad and I am done,lume (ml):400,4,19-Feb-20,no,"['cotton', 'pad', 'do']",0,0
3873,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,yesterday night was my first try from garnier brand,lume (ml):400,5,19-Feb-20,no,"['yesterday', 'night', 'try', 'garni', 'brand']",0,0
3874,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,it was safely delivered to me days ago,lume (ml):400,5,19-Feb-20,no,"['deliver', 'day']",0,0
3875,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,thank you garnier,lume (ml):400,5,19-Feb-20,no,"['thank', 'garni']",1,1
3876,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,i was so eager to try coz firstly it mentioned that its removal for light makeup which i am,lume (ml):400,5,19-Feb-20,no,"['eager', 'try', 'coz', 'mention', 'removal', 'light', 'makeup']",1,1
3877,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,i have been a light makeup for years now,lume (ml):400,5,19-Feb-20,no,"['light', 'makeup', 'year']",0,0
3878,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,before that i used to have heavy makeup on,lume (ml):400,5,19-Feb-20,no,"['use', 'heavy', 'makeup']",0,0
3879,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,secondly it mentioned its for sensitive skin,lume (ml):400,5,19-Feb-20,no,"['mention', 'sensitive', 'skin']",1,1
3880,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,i have this sensitivity issue under my eyes nose area for years now,lume (ml):400,5,19-Feb-20,no,"['sensitivity', 'issue', 'eye', 'nose', 'area', 'year']",-1,-1
3881,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,yesterday night tried and tested,lume (ml):400,5,19-Feb-20,no,"['yesterday', 'night', 'try', 'test']",0,0
3882,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,and im loving it,lume (ml):400,5,19-Feb-20,no,"['be', 'loving']",1,1
3883,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,i don t feel the tingling heavy on my sensitive areas though,lume (ml):400,5,19-Feb-20,no,"['feel', 'tingle', 'heavy', 'sensitive', 'area']",1,2
3884,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,and best best after removing it you can just straightaway go to bed,lume (ml):400,5,19-Feb-20,no,"['good', 'remove', 'straightaway', 'go', 'bed']",1,1
3885,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,really,lume (ml):400,5,19-Feb-20,no,[],0,0
3886,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,no need to rinse after removing,lume (ml):400,5,19-Feb-20,no,"['need', 'rinse', 'remove']",0,0
3887,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,wow garnier,lume (ml):400,5,19-Feb-20,no,['garni'],0,0
3888,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,i have used other brand which is have been my fave,lume (ml):400,5,19-Feb-20,no,"['use', 'brand']",0,0
3889,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,but that particular brand when i have used the sticky feeling exist so i have to rinse to get rid of the feeling ok my face,lume (ml):400,5,19-Feb-20,no,"['particular', 'brand', 'use', 'sticky', 'feeling', 'exist', 'rinse', 'get', 'rid', 'feeling', 'ok', 'face']",-1,-1
3890,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,for garnier its not though,lume (ml):400,5,19-Feb-20,no,['garni'],0,0
3891,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,amazing,lume (ml):400,5,19-Feb-20,no,['amazing'],1,1
3892,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,garnier mw you are on my fave list now,lume (ml):400,5,19-Feb-20,no,"['garni', 'fave', 'list']",1,1
3893,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,thank you garnier for sending over to me to try,lume (ml):400,5,19-Feb-20,no,"['thank', 'garni', 'send', 'try']",1,1
3894,1694,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , EmiliaKasim from www.tryandreview.com,love it,lume (ml):400,5,19-Feb-20,no,['love'],1,1
3895,1695,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Pinkponkpunk from www.tryandreview.com,garnier all in 1 micellar cleansing water takes my makeup off gently and in one swipe,lume (ml):400,5,19-Feb-20,no,"['garni', 'micellar', 'cleansing', 'water', 'take', 'makeup', 'swipe']",-1,-1
3896,1695,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Pinkponkpunk from www.tryandreview.com,i absolutely love it as it does not leave my skin feeling greasy but moisturiser at the same time,lume (ml):400,5,19-Feb-20,no,"['love', 'leave', 'skin', 'feel', 'greasy', 'time']",0,0
3897,1695,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Pinkponkpunk from www.tryandreview.com,no oily residue,lume (ml):400,5,19-Feb-20,no,[],0,0
3898,1695,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Pinkponkpunk from www.tryandreview.com,i am most impressed that when i am taking off eye makeup i do not need to do a lot of rubbing plus it does not burn at all,lume (ml):400,5,19-Feb-20,no,"['impressed', 'take', 'eye', 'makeup', 'need', 'lot', 'rub', 'burn']",0,0
3899,1696,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Keiko174 from www.tryandreview.com,removes most make up after 1 swipe,lume (ml):400,5,19-Feb-20,no,"['remove', 'make', 'swipe']",-1,-1
3900,1696,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Keiko174 from www.tryandreview.com,removes all make up after 2 swipes,lume (ml):400,5,19-Feb-20,no,"['remove', 'make', 'swipe']",-1,-1
3901,1696,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Keiko174 from www.tryandreview.com,was unfortunate enough to accidentally get some make up remover in eye but it did not irritate the eye much,lume (ml):400,5,19-Feb-20,no,"['get', 'make', 'remover', 'eye', 'irritate', 'eye']",-1,-1
3902,1696,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Keiko174 from www.tryandreview.com,has this unsettling smell when used but overall a good and effective make up remover,lume (ml):400,5,19-Feb-20,no,"['unsettling', 'smell', 'use', 'overall', 'good', 'effective', 'make', 'remover']",0,0
3903,1697,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , dunfapuofneeha from www.tryandreview.com,i have sensitive skin and this remover does it is job without irritating my skin further like most removers do,lume (ml):400,5,19-Feb-20,no,"['sensitive', 'skin', 'remover', 'job', 'irritate', 'skin', 'remover']",0,0
3904,1697,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , dunfapuofneeha from www.tryandreview.com,it is able to remove most face makeup effectively but would not use for eye makeup,lume (ml):400,5,19-Feb-20,no,"['able', 'remove', 'face', 'makeup', 'would', 'use', 'eye', 'makeup']",0,0
3905,1698,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Ringaring from www.tryandreview.com,good cleansing water to remove my bb cream effectively,lume (ml):400,5,19-Feb-20,no,"['good', 'cleansing', 'water', 'remove', 'cream']",1,1
3906,1698,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Ringaring from www.tryandreview.com,skin felt moisturiser and non sticky,lume (ml):400,5,19-Feb-20,no,"['skin', 'feel', 'moisturiser']",0,0
3907,1698,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Ringaring from www.tryandreview.com,worth it for the price,lume (ml):400,5,19-Feb-20,no,['worth'],1,1
3908,1699,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Somethingsomething from www.tryandreview.com,i have acne prone skin and i wear makeup on most days,lume (ml):400,5,19-Feb-20,no,"['prone', 'skin', 'wear', 'makeup', 'day']",0,0
3909,1699,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Somethingsomething from www.tryandreview.com,this helps to remove my makeup at the end of my wear even if i have a setting spray on,lume (ml):400,5,19-Feb-20,no,"['help', 'remove', 'makeup', 'end', 'wear', 'set', 'spray']",0,0
3910,1699,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Somethingsomething from www.tryandreview.com,however i do feel after i use it that it leaves a slight film to my face and that i would still need to go in with a cleanser afterwards to feel more fresher,lume (ml):400,5,19-Feb-20,no,"['feel', 'use', 'leave', 'slight', 'film', 'face', 'would', 'need', 'go', 'cleanser', 'feel', 'fresher']",1,1
3911,1699,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Somethingsomething from www.tryandreview.com,it is not a bad product overall,lume (ml):400,5,19-Feb-20,no,"['bad', 'product']",-1,-1
3912,1700,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Khaylibruton from www.tryandreview.com,i wear make up on a daily basis and i hate having to take it all off at the end of the day,lume (ml):400,5,19-Feb-20,no,"['wear', 'make', 'daily', 'basis', 'hate', 'take', 'end', 'day']",-1,-1
3913,1700,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Khaylibruton from www.tryandreview.com,however with the garnier micellar water it does take much time and effort,lume (ml):400,5,19-Feb-20,no,"['garni', 'micellar', 'water', 'take', 'much', 'time', 'effort']",0,0
3914,1700,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Khaylibruton from www.tryandreview.com,it is so gentle and effective in removing my make up even my water proof mascara and eyeliner,lume (ml):400,5,19-Feb-20,no,"['gentle', 'effective', 'remove', 'make', 'water', 'proof']",1,2
3915,1700,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Khaylibruton from www.tryandreview.com,been using it for over a year because of how amazing it is,lume (ml):400,5,19-Feb-20,no,"['use', 'year', 'amazing']",1,1
3916,1701,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Felicia83 from www.tryandreview.com,tried for 1 month,lume (ml):400,4,19-Feb-20,no,"['try', 'month']",0,0
3917,1701,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Felicia83 from www.tryandreview.com,after applying not dry and also feeling not sticky too,lume (ml):400,4,19-Feb-20,no,"['apply', 'feel', 'sticky']",-1,-1
3918,1701,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Felicia83 from www.tryandreview.com,overall just suitable for me,lume (ml):400,4,19-Feb-20,no,['suitable'],1,1
3919,1702,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Fshazwina from www.tryandreview.com,it is really gentle on skin,lume (ml):400,5,19-Feb-20,no,"['gentle', 'skin']",1,1
3920,1702,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Fshazwina from www.tryandreview.com,just a quick gentle swipe can remove most of my makeup,lume (ml):400,5,19-Feb-20,no,"['quick', 'gentle', 'swipe', 'remove', 'makeup']",0,0
3921,1702,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Fshazwina from www.tryandreview.com,it is usually dreadful for me to remove my makeup after a long day but this product made it easier as it can take less than 5 mins to remove a full face makeup,lume (ml):400,5,19-Feb-20,no,"['dreadful', 'remove', 'makeup', 'long', 'day', 'product', 'make', 'easy', 'take', 'less', 'min', 'remove', 'full', 'face', 'makeup']",0,0
3922,1702,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Fshazwina from www.tryandreview.com,the price is reasonable and packaging is simple yet elegant,lume (ml):400,5,19-Feb-20,no,"['reasonable', 'packaging', 'simple', 'elegant']",1,2
3923,1703,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Zuleyka from www.tryandreview.com,I have tried this and the waterproof version blue cap and i prefer the one for waterproof makeup much more just because it removes makeup better faster,lume (ml):400,5,19-Feb-20,no,"['try', 'waterproof', 'version', 'cap', 'prefer', 'waterproof', 'makeup', 'remove', 'makeup']",1,1
3924,1703,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Zuleyka from www.tryandreview.com,i wear light makeup with long wearing liquid lipstick kat von d and I am one who prefers to remove makeup all at one go instead of having to use a separate eye lip makeup remover,lume (ml):400,5,19-Feb-20,no,"['wear', 'light', 'makeup', 'long', 'wear', 'liquid', 'lipstick', 'prefer', 'remove', 'makeup', 'go', 'use', 'separate', 'eye', 'lip', 'makeup']",1,1
3925,1703,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Zuleyka from www.tryandreview.com,while this still works it just requires a little bit more effort to remove makeup entirely,lume (ml):400,5,19-Feb-20,no,"['work', 'require', 'little', 'bit', 'effort', 'remove', 'makeup']",1,1
3926,1703,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Zuleyka from www.tryandreview.com,i also like that this does not irritate my skin or eyes,lume (ml):400,5,19-Feb-20,no,"['irritate', 'skin', 'eye']",-1,-1
3927,1704,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Zuleyka from www.tryandreview.com,I have tried this and the waterproof version blue cap and i prefer the one for waterproof makeup much more just because it removes makeup better faster,lume (ml):400,5,19-Feb-20,no,"['try', 'waterproof', 'version', 'cap', 'prefer', 'waterproof', 'makeup', 'remove', 'makeup']",1,1
3928,1704,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Zuleyka from www.tryandreview.com,i wear light makeup with long wearing liquid lipstick kat von d and I am one who prefers to remove makeup all at one go instead of having to use a separate eye lip makeup remover,lume (ml):400,5,19-Feb-20,no,"['wear', 'light', 'makeup', 'long', 'wear', 'liquid', 'lipstick', 'prefer', 'remove', 'makeup', 'go', 'use', 'separate', 'eye', 'lip', 'makeup']",1,1
3929,1704,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Zuleyka from www.tryandreview.com,while this still works it just requires a little bit more effort to remove makeup entirely,lume (ml):400,5,19-Feb-20,no,"['work', 'require', 'little', 'bit', 'effort', 'remove', 'makeup']",1,1
3930,1704,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Zuleyka from www.tryandreview.com,i also like that this does not irritate my skin or eyes,lume (ml):400,5,19-Feb-20,no,"['irritate', 'skin', 'eye']",-1,-1
3931,1705,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , rachellam from www.tryandreview.com,i have used this previously to remove all makeup on my face including eye make up,lume (ml):400,5,19-Feb-20,no,"['use', 'remove', 'makeup', 'face', 'include', 'eye', 'make']",0,0
3932,1705,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , rachellam from www.tryandreview.com,i now use it to remove only eye makeup not waterproof it does not sting my eyes and it has never made me break out,lume (ml):400,5,19-Feb-20,no,"['use', 'remove', 'eye', 'makeup', 'waterproof', 'ste', 'eye', 'make', 'break']",-1,-1
3933,1705,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , rachellam from www.tryandreview.com,a bonus is that it is really affordable,lume (ml):400,5,19-Feb-20,no,"['bonus', 'affordable']",1,2
3934,1706,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , rachellam from www.tryandreview.com,i have used this previously to remove all makeup on my face including eye make up,lume (ml):400,5,19-Feb-20,no,"['use', 'remove', 'makeup', 'face', 'include', 'eye', 'make']",0,0
3935,1706,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , rachellam from www.tryandreview.com,i now use it to remove only eye makeup not waterproof it does not sting my eyes and it has never made me break out,lume (ml):400,5,19-Feb-20,no,"['use', 'remove', 'eye', 'makeup', 'waterproof', 'ste', 'eye', 'make', 'break']",-1,-1
3936,1706,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , rachellam from www.tryandreview.com,a bonus is that it is really affordable,lume (ml):400,5,19-Feb-20,no,"['bonus', 'affordable']",1,2
3937,1707,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Emikoj from www.tryandreview.com,good for nightwear makeup as indicated on bottle,lume (ml):400,5,19-Feb-20,no,"['makeup', 'indicate', 'bottle']",0,0
3938,1707,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Emikoj from www.tryandreview.com,cleans efficiently and effectively,lume (ml):400,5,19-Feb-20,no,['clean'],1,1
3939,1707,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Emikoj from www.tryandreview.com,however for waterproof makeup i still prefer oil based remover to reduce the amount of tugging and rubbing,lume (ml):400,5,19-Feb-20,no,"['waterproof', 'makeup', 'prefer', 'oil', 'base', 'remover', 'reduce', 'amount', 'tugging', 'rubbing']",1,1
3940,1708,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Emikoj from www.tryandreview.com,good for nightwear makeup as indicated on bottle,lume (ml):400,5,19-Feb-20,no,"['makeup', 'indicate', 'bottle']",0,0
3941,1708,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Emikoj from www.tryandreview.com,cleans efficiently and effectively,lume (ml):400,5,19-Feb-20,no,['clean'],1,1
3942,1708,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Emikoj from www.tryandreview.com,however for waterproof makeup i still prefer oil based remover to reduce the amount of tugging and rubbing,lume (ml):400,5,19-Feb-20,no,"['waterproof', 'makeup', 'prefer', 'oil', 'base', 'remover', 'reduce', 'amount', 'tugging', 'rubbing']",1,1
3943,1709,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , J_Yap from www.tryandreview.com,a very good chance to try this micellar cleansing water from garnier as my allergies suddenly made it is appearance again,lume (ml):400,5,19-Feb-20,no,"['good', 'chance', 'try', 'micellar', 'cleansing', 'water', 'garni', 'allergy', 'make', 'appearance']",0,0
3944,1709,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , J_Yap from www.tryandreview.com,review this micellar water does what it says,lume (ml):400,5,19-Feb-20,no,"['micellar', 'water', 'say']",0,0
3945,1709,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , J_Yap from www.tryandreview.com,it removes my eyes and lips make up instantly in 1 cotton pad,lume (ml):400,5,19-Feb-20,no,"['remove', 'eye', 'lip', 'make', 'cotton', 'pad']",0,0
3946,1709,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , J_Yap from www.tryandreview.com,it is a very easy to use product as i just need to gently press hold and wipe my face in circular motion,lume (ml):400,5,19-Feb-20,no,"['easy', 'use', 'product', 'nee', 'press', 'hold', 'wipe', 'face', 'circular', 'motion']",1,1
3947,1709,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , J_Yap from www.tryandreview.com,my face never shows redness during the two days i use this product,lume (ml):400,5,19-Feb-20,no,"['face', 'show', 'redness', 'day', 'use', 'product']",0,0
3948,1709,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , J_Yap from www.tryandreview.com,it cleanses soothes and more importantly it does not irritate my sensitive skin,lume (ml):400,5,19-Feb-20,no,"['cleanse', 'soothe', 'irritate', 'sensitive', 'skin']",1,1
3949,1710,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , J_Yap from www.tryandreview.com,a very good chance to try this micellar cleansing water from garnier as my allergies suddenly made it is appearance again,lume (ml):400,5,19-Feb-20,no,"['good', 'chance', 'try', 'micellar', 'cleansing', 'water', 'garni', 'allergy', 'make', 'appearance']",0,0
3950,1710,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , J_Yap from www.tryandreview.com,review this micellar water does what it says,lume (ml):400,5,19-Feb-20,no,"['micellar', 'water', 'say']",0,0
3951,1710,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , J_Yap from www.tryandreview.com,it removes my eyes and lips make up instantly in 1 cotton pad,lume (ml):400,5,19-Feb-20,no,"['remove', 'eye', 'lip', 'make', 'cotton', 'pad']",0,0
3952,1710,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , J_Yap from www.tryandreview.com,it is a very easy to use product as i just need to gently press hold and wipe my face in circular motion,lume (ml):400,5,19-Feb-20,no,"['easy', 'use', 'product', 'nee', 'press', 'hold', 'wipe', 'face', 'circular', 'motion']",1,1
3953,1710,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , J_Yap from www.tryandreview.com,my face never shows redness during the two days i use this product,lume (ml):400,5,19-Feb-20,no,"['face', 'show', 'redness', 'day', 'use', 'product']",0,0
3954,1710,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , J_Yap from www.tryandreview.com,it cleanses soothes and more importantly it does not irritate my sensitive skin,lume (ml):400,5,19-Feb-20,no,"['cleanse', 'soothe', 'irritate', 'sensitive', 'skin']",1,1
3955,1711,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Jhoanhau from www.tryandreview.com,i like how this product remove make up in an instant,lume (ml):400,5,19-Feb-20,no,"['product', 'remove', 'make', 'instant']",0,0
3956,1711,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Jhoanhau from www.tryandreview.com,no need to use several times just to remove your make up,lume (ml):400,5,19-Feb-20,no,"['need', 'use', 'several', 'time', 'remove', 'make']",0,0
3957,1711,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Jhoanhau from www.tryandreview.com,highly recommended with people who has sensitive skin,lume (ml):400,5,19-Feb-20,no,"['recommended', 'people', 'sensitive', 'skin']",1,2
3958,1712,Garnier,Makeup Removers,Micellar Cleansing Water (For Sensitive Skin) 400ml by Garnier,$14.30 , Mikhaiixx from www.tryandreview.com,when i purchased this product i was a little bit hesitant but when i got to try this product it really satisfies me,lume (ml):400,5,19-Feb-20,no,"['purchase', 'product', 'little', 'bit', 'hesitant', 'get', 'try', 'product', 'satisfie']",-1,-1
